NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
278,MAGISTERIO,CI,5631550,21/12/1955,MARCELO,ARIAS,CASTELLON,BOLIVIA,M,355059,71539976,NO,CI,4813609,21/07/1990,MIRKO,ALARCON,SOLIZ,BOLIVIA ,F,35354,78666942,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
279,MAGISTERIO,CI,1082383,19/06/2001,LUIS FERNANDO,ARNAU,,BOLIVIA,F,355060,71539977,NO,CI,5993315,19/03/1980,MARYBEL,ALARCON,SORIA,BOLIVIA ,F,35354,78666943,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
280,MAGISTERIO,CI,5631985,13/12/2005,JORGE,ARRIOLA,GARECA,BOLIVIA,F,355061,71539978,NO,CI,8324589,19/12/1973,LUIS ALFONZO,ALARCON,,BOLIVIA ,F,35354,78666944,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
281,MAGISTERIO,CI,7777878,02/06/2003,MARIA,ARTEAGA,CABALLERO,BOLIVIA,M,355062,71539979,NO,CI,4360978,07/10/1969,TATIANA,ALARCON,,BOLIVIA ,F,35354,78666945,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
282,MAGISTERIO,CI,5486928,07/04/1993,SAMIR,ASAFF,ARANCIBIA,BOLIVIA,M,355063,71539980,NO,CI,5952289,15/09/1966,IVERTH FERNANDO,ALARCON,,BOLIVIA ,F,35354,78666946,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
283,MAGISTERIO,CI,4092117,08/08/2006,ALE,AUAD,SANDI,BOLIVIA,F,355064,71539981,NO,CI,6721186,11/09/1988,ALAN FELIPE,ALARCON,,BOLIVIA ,F,35354,78666947,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
284,MAGISTERIO,CI,4088369,22/02/2008,LUCY,AUZA,PAZ,BOLIVIA,F,355065,71539982,NO,CI,4802174,21/09/1971,MARIO,ALBA,MONTERO,BOLIVIA ,F,35354,78666948,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
285,MAGISTERIO,CI,5630199,04/10/1955,LAURA,AVENDAÑO,MONTALVO,BOLIVIA,M,355066,71539983,NO,CI,9982435,20/12/1961,GEORGE,ALBA,VALDEZ,BOLIVIA ,F,35354,78666949,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
286,MAGISTERIO,CI,3659068,12/10/1975,FERNANDO,AVILA,RODRIGUEZ,BOLIVIA,F,355067,71539984,NO,CI,3353612,26/09/2012,OSCAR,ALBARRACIN,RAMOS,BOLIVIA ,F,35354,78666950,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
287,MAGISTERIO,CI,6600829,24/11/2008,IVAN,BALCAZAR,CUBA,BOLIVIA,F,355068,71539985,NO,CI,4844378,23/03/1960,CARLOS EDUARDO,ALBORTA,,BOLIVIA ,F,35354,78666951,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
288,MAGISTERIO,CI,5681153,03/12/1977,CLAUDIA,BALDERAS,CORDOVA,BOLIVIA,M,355069,71539986,NO,CI,4368194,21/08/2008,VICTOR,ALCAZAR,RODRIGUEZ,BOLIVIA ,F,35354,78666952,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
289,MAGISTERIO,CI,5634977,27/04/1987,CECILIA,BALDERAS,VALDA,BOLIVIA,M,355070,71539987,NO,CI,4760688,25/03/1980,DIEGO,ALCOCER,FRONTANILLA,BOLIVIA ,F,35354,78666953,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
290,MAGISTERIO,CI,7506227,31/12/1960,ZULEYKA GUADALUPE,PEREZ,PEREZ,BOLIVIA,F,355071,71539988,NO,CI,2687302,14/10/1998,OSVALDO,ALCON,CARRASCO,BOLIVIA ,F,35354,78666954,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
291,MAGISTERIO,CI,1111365,20/03/1996,ALEX,BAREA,RODRIGUEZ,BOLIVIA,M,355072,71539989,NO,CI,6177914,13/04/1984,GUSTAVO,ALCONZ,EVIA,BOLIVIA ,F,35354,78666955,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
292,MAGISTERIO,CI,5642271,11/01/1956,SILVIA,BARJA,CESPEDES,BOLIVIA,F,355073,71539990,NO,CI,4289166,17/12/1958,RODRIGO,ALEGRE,CHIPANA,BOLIVIA ,F,35354,78666956,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
293,MAGISTERIO,CI,5698496,21/02/1972,CIBELES,BARRANCOS,RIVERO,BOLIVIA,F,355074,71539991,NO,CI,4932293,27/03/1960,CESAR IVAN,ALEGRIA,,BOLIVIA ,F,35354,78666957,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
294,MAGISTERIO,CI,5694691,12/10/1984,MAURICIO,BARRENECHEA,VASQUEZ,BOLIVIA,M,355075,71539992,NO,CI,6863546,20/09/2003,WILMA,ALEJO,AJNOTA,BOLIVIA ,F,35354,78666958,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
295,MAGISTERIO,CI,6602485,28/04/1992,GRACIELA,BARRERA,TEJERINA,BOLIVIA,F,355076,71539993,NO,CI,3658761,03/08/2002,MARCO,ALFARO,BUSTILLOS,BOLIVIA ,F,35354,78666959,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
296,MAGISTERIO,CI,5649203,12/02/2004,TATIANA,BARRERO,RODRIGUEZ,BOLIVIA,M,355077,71539994,NO,CI,4195392,11/04/1985,ROSA,ALFARO,MELGAR,BOLIVIA ,F,35354,78666960,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
297,MAGISTERIO,CI,7519335,20/08/1958,CECILIA,BARRIOS,,BOLIVIA,F,355078,71539995,NO,CI,4990819,22/10/1967,ENRIQUE,ALI,FERNANDEZ,BOLIVIA ,F,35354,78666961,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
298,MAGISTERIO,CI,1141445,29/05/1955,MARCO,BEDREGAL,MIRANDA,BOLIVIA,F,355079,71539996,NO,CI,4928805,07/07/1994,BRIGIDA,ALI,VILLCA,BOLIVIA ,F,35354,78666962,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
299,MAGISTERIO,CI,5681560,14/06/2012,RENE,BEJARANO,ALATA,BOLIVIA,M,355080,71539997,NO,CI,9189453,25/08/1954,MIGUEL ANGEL,ALI,,BOLIVIA ,F,35354,78666963,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
300,MAGISTERIO,CI,4080686,02/09/2000,SERGIO,BELLIDO,CONCHARI,BOLIVIA,F,355081,71539998,NO,CI,4977701,16/03/1966,MARIA,ALIAGA,APAZA,BOLIVIA ,F,35354,78666964,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
301,MAGISTERIO,CI,5497168,03/12/1983,EUGENIO,BELTRAN,MAMANI,BOLIVIA,F,355082,71539999,NO,CI,3374721,16/08/1963,DONKA,ALIAGA,ENRIQUEZ,BOLIVIA ,F,35354,78666965,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
302,MAGISTERIO,CI,7526594,22/06/2009,PAOLA,BENITEZ,CAMPOS,BOLIVIA,F,355083,71540000,NO,CI,4792443,28/04/2006,ALISON,ALIAGA,,BOLIVIA ,F,35354,78666966,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
303,MAGISTERIO,CI,3669725,02/07/2006,JUAN,BERNAL,ROMERO,BOLIVIA,F,355084,71540001,NO,CI,9076928,19/12/2010,MARCO,ALIJO,PAXI,BOLIVIA ,F,35354,78666967,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
304,MAGISTERIO,CI,5677209,04/04/1955,JUAN,BOBARIN,DAZA,BOLIVIA,M,355085,71540002,NO,CI,3430171,10/10/1977,LEVY,ALMARAZ,ESPINOZA,BOLIVIA ,F,35354,78666968,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
305,MAGISTERIO,CI,4082842,24/02/1971,VANESSA,BOBARIN,,BOLIVIA,M,355086,71540003,NO,CI,4266457,12/08/1972,CLAUDIA PATRICIA,ALMENDRAS,,BOLIVIA ,F,35354,78666969,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
306,MAGISTERIO,CI,5642961,28/06/1991,DENNIS OLSEN,BORJA,,BOLIVIA,F,355087,71540004,NO,CI,6103269,20/08/1961,MARCELO,ALTAMIRANO,,BOLIVIA ,F,35354,78666970,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
307,MAGISTERIO,CI,5644854,08/05/1992,JUAN PABLO,BRAVO,,BOLIVIA,F,355088,71540005,NO,CI,4777004,19/10/1988,EDWIN,ALVARADO,CRUZ,BOLIVIA ,F,35354,78666971,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
308,MAGISTERIO,CI,7465757,22/12/1984,CARLA,BRITO,PUCHO,BOLIVIA,F,355089,71540006,NO,CI,4878741,23/05/1982,NATALY,ALVARADO,LUJAN,BOLIVIA ,F,35354,78666972,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
309,MAGISTERIO,CI,6225866,24/05/1965,FATIMA,BURGOS,PEREZ,BOLIVIA,M,355090,71540007,NO,CI,9111481,17/09/2007,IVER,ALVAREZ,APAZA,BOLIVIA ,F,35354,78666973,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
310,MAGISTERIO,CI,5926694,28/07/1977,ROSA,BUSTILLOS,CHAVEZ,BOLIVIA,M,355091,71540008,NO,CI,6147438,03/05/2002,PABLO,ALVAREZ,BARREDA,BOLIVIA ,F,35354,78666974,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
311,MAGISTERIO,CI,5496490,04/03/1969,ROSSEMARY,CABA,CANALES,BOLIVIA,M,355092,71540009,NO,CI,4890003,27/10/1984,JULIO,ALVAREZ,CALLISAYA,BOLIVIA ,F,35354,78666975,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
312,MAGISTERIO,CI,5666759,14/01/1953,JHOSSELINE,CABALLERO,ALCOCER,BOLIVIA,F,355093,71540010,NO,CI,3475911,21/08/2012,JERRY,ALVAREZ,DAZA ARAOZ,BOLIVIA ,F,35354,78666976,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
313,MAGISTERIO,CI,5647202,16/10/1988,JHASMIL,CABALLERO,VALDA,BOLIVIA,M,355094,71540011,NO,CI,4865547,16/12/1987,ALEJANDRO,ALVAREZ,ESPINOZA,BOLIVIA ,F,35354,78666977,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
314,MAGISTERIO,CI,10819054,09/06/1969,JUAN,CALIZAYA,LEIGUE,BOLIVIA,M,355095,71540012,NO,CI,3322901,10/11/1955,JUAN,ALVAREZ,GUTIERREZ,BOLIVIA ,F,35354,78666978,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
315,MAGISTERIO,CI,7486653,31/07/2002,MARIA DEL ROSARIO,CALIZAYA,,BOLIVIA,F,355096,71540013,NO,CI,4786623,14/10/1983,GROVER,ALVAREZ,QUISPE,BOLIVIA ,F,35354,78666979,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
316,MAGISTERIO,CI,5902026,15/02/2002,PABLO,CAMACHO,CABRERA,BOLIVIA,F,355097,71540014,NO,CI,3449958,27/11/1954,GERONIMO,ALVAREZ,RAMIREZ,BOLIVIA ,F,35354,78666980,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
317,MAGISTERIO,CI,5489371,14/03/1972,JUAN,CAMARGO,PADILLA,BOLIVIA,M,355098,71540015,NO,CI,6162254,14/11/1995,LORGIO,ALVAREZ,SANCHEZ,BOLIVIA ,F,35354,78666981,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
318,MAGISTERIO,CI,5499658,26/08/1956,EDWIN,CAMPOS,HERNANDEZ,BOLIVIA,M,355099,71540016,NO,CI,4984348,18/10/1972,CAROLA,ALVAREZ,URBINA,BOLIVIA ,F,35354,78666982,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
319,MAGISTERIO,CI,4631555,24/04/2001,ROSA,CAMPOS,JANKO,BOLIVIA,M,355100,71540017,NO,CI,6149268,24/05/2004,HENRY,ALVAREZ,,BOLIVIA ,F,35354,78666983,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
320,MAGISTERIO,CI,6612145,16/02/1976,ALVARO,CAMPOS,POVEDA,BOLIVIA,F,355101,71540018,NO,CI,6147785,01/10/1998,SUSANA,ALVAREZ,,BOLIVIA ,F,35354,78666984,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
321,MAGISTERIO,CI,5681464,01/10/1966,MIGUEL,CANSECO,TORRES,BOLIVIA,F,355102,71540019,NO,CI,6157399,05/02/1987,IVAN EDUARDO,ALVAREZ,,BOLIVIA ,F,35354,78666985,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
322,MAGISTERIO,CI,10305066,06/10/1983,NANCY,CARBALLO,,BOLIVIA,M,355103,71540020,NO,CI,4937389,19/06/2008,CARLOS,AMELUNGE,NAVARRETE,BOLIVIA ,F,35354,78666986,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
323,MAGISTERIO,CI,8572217,18/10/1959,MARCELA,CARDENAS,RIVERO,BOLIVIA,M,355104,71540021,NO,CI,8353811,19/06/1984,NANCY,ANDALUZ,VASQUEZ,BOLIVIA ,F,35354,78666987,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
324,MAGISTERIO,CI,7462725,13/12/1993,MAYRA,CARDOZO,MIRANDA,BOLIVIA,F,355105,71540022,NO,CI,3491942,25/05/1986,NEYDA,ANEIVA,,BOLIVIA ,F,35354,78666988,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
325,MAGISTERIO,CI,5675679,17/09/2004,MIGUEL,CARDOZO,OLMEDO,BOLIVIA,F,355106,71540023,NO,CI,3476139,29/09/2003,ELENA,ANGELO,VERASTEGUI,BOLIVIA ,F,35354,78666989,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
326,MAGISTERIO,CI,7715707,20/12/1982,FREDY GONZALO,CARLOS,,BOLIVIA,M,355107,71540024,NO,CI,4802454,18/01/1976,JAHEL,ANGLES,RODRIGUEZ,BOLIVIA ,F,35354,78666990,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
327,MAGISTERIO,CI,1887836,21/01/2006,CARMEN,CARRASCO,,BOLIVIA,F,355108,71540025,NO,CI,6756889,14/05/1980,JOSE ANTONIO,ANGOLA,,BOLIVIA ,F,35354,78666991,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
328,MAGISTERIO,CI,5691989,14/09/1955,CRISTIAN,CARREON,REJAS,BOLIVIA,F,355109,71540026,NO,CI,4980059,23/04/2009,JHEISON,ANGULO,SUAREZ,BOLIVIA ,F,35354,78666992,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
329,MAGISTERIO,CI,4119495,29/03/2006,MARIELA,CARRILLO,FLORES,BOLIVIA,M,355110,71540027,NO,CI,3452782,11/10/1954,ANDREA,ANGUS,NAVARRO,BOLIVIA ,F,35354,78666993,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
330,MAGISTERIO,CI,5485733,05/06/1962,JOSE,CASANOVA,HUANAY,BOLIVIA,M,355111,71540028,NO,CI,4902036,23/07/1970,JORGE,ANIBARRO,DAVALOS,BOLIVIA ,F,35354,78666994,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
331,MAGISTERIO,CI,4118714,03/12/1971,CYNTHIA,CASANOVA,MENDOZA,BOLIVIA,F,355112,71540029,NO,CI,1142125,23/10/2002,DIEGO,APARICIO,MORALES,BOLIVIA ,F,35354,78666995,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
332,MAGISTERIO,CI,7518878,02/10/1955,JHONNY,CASTELLON,LLANOS,BOLIVIA,M,355113,71540030,NO,CI,6877392,17/07/2011,PAULA,APAZA,CONDORI,BOLIVIA ,F,35354,78666996,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
333,MAGISTERIO,CI,5632027,09/04/1983,ROCIO,CASTILLO,,BOLIVIA,F,355114,71540031,NO,CI,9981009,03/06/2009,ERICKA,APAZA,LOPEZ,BOLIVIA ,F,35354,78666997,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
334,MAGISTERIO,CI,7487698,30/09/1961,MARGARITA,CASTRO,ORTEGA,BOLIVIA,F,355115,71540032,NO,CI,9219012,17/10/1972,MARCO,APAZA,MAMANI,BOLIVIA ,F,35354,78666998,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
335,MAGISTERIO,CI,4088446,30/11/1978,MARIA,CERVANTES,MENDEZ,BOLIVIA,M,355116,71540033,NO,CI,6859379,14/11/1999,SULMA,APAZA,MAMANI,BOLIVIA ,F,35354,78666999,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
336,MAGISTERIO,CI,7506234,14/05/1964,ELSA,CESPEDES,FRANCO,BOLIVIA,F,355117,71540034,NO,CI,6826307,14/04/2001,SARA ANDREA,APAZA,,BOLIVIA ,F,35354,78667000,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
337,MAGISTERIO,CI,1141061,12/12/1965,MARIA,CHACON,GARRIDO,BOLIVIA,M,355118,71540035,SI,,,,,,,,,35354,78667001,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
338,MAGISTERIO,CI,7504416,03/03/2007,JHULIANA,CHAVARRIA,ORELLANA,BOLIVIA,F,355119,71540036,NO,CI,6106539,05/09/1996,MARISOL,APAZA,,BOLIVIA ,F,35354,78667002,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
339,MAGISTERIO,CI,5690944,07/08/1969,JAVIER,CHENAUT,,BOLIVIA,F,355120,71540037,NO,CI,4839988,28/10/2003,JOAQUIN,ARAMAYO,DONOSO,BOLIVIA ,F,35354,78667003,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
340,MAGISTERIO,CI,4088008,16/09/2000,ROMANETT,CHUMACERO,GONZALES,BOLIVIA,M,355121,71540038,NO,CI,5614713,02/06/1984,YANIRA,ARAMAYO,FERRUFINO,BOLIVIA ,F,35354,78667004,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
341,MAGISTERIO,CI,7477451,30/04/2011,JORGE,CHUNGARA,GONZALES,BOLIVIA,F,355122,71540039,NO,CI,3455441,15/08/1997,DANIEL,ARAMAYO,LEMA,BOLIVIA ,F,35354,78667005,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
342,MAGISTERIO,CI,4817374,20/04/1961,JORGE,CHUQUIMIA,ZEGARRA,BOLIVIA,F,355123,71540040,NO,CI,4296614,10/04/1971,VIRGINIA,ARAMAYO,QUISPE,BOLIVIA ,F,35354,78667006,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
343,MAGISTERIO,CI,7469763,26/12/1965,ZULMA,COLQUE,QUIROGA,BOLIVIA,F,355124,71540041,NO,CI,6863491,21/04/1954,LORENA,ARAMAYO,RIVERA,BOLIVIA ,F,35354,78667007,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
344,MAGISTERIO,CI,1108057,24/01/2004,VICTOR,CORONADO,NOYA,BOLIVIA,F,355125,71540042,NO,CI,3465331,01/02/1971,PABLO,ARAMAYO,URIA,BOLIVIA ,F,35354,78667008,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
345,MAGISTERIO,CI,5668968,07/02/1994,DARIO,CORONADO,PORCEL,BOLIVIA,M,355126,71540043,NO,CI,5982988,04/02/1984,INGRID ANDREA,ARAMAYO,,BOLIVIA ,F,35354,78667009,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
346,MAGISTERIO,CI,7479257,16/02/1970,FREDDY MARCELO,CORONADO,,BOLIVIA,M,355127,71540044,NO,CI,6772916,26/03/2008,ANDRES,ARANCIBIA,CARVAJAL,BOLIVIA ,F,35354,78667010,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
347,MAGISTERIO,CI,5647231,28/04/1993,VICTOR,CRUZ,,BOLIVIA,F,355128,71540045,NO,CI,8309850,28/12/2005,ADELIO,ARANCIBIA,RAMIREZ,BOLIVIA ,F,35354,78667011,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
348,MAGISTERIO,CI,4090126,05/08/1957,RENE,CRUZ,CHOQUE,BOLIVIA,F,355129,71540046,NO,CI,8307500,15/11/1986,DANIEL ANTONIO,ARANIBAR,,BOLIVIA ,F,35354,78667012,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
349,MAGISTERIO,CI,5493077,27/07/2009,GUALBERTO,CRUZ,GONZALES,BOLIVIA,F,355130,71540047,NO,CI,3497270,23/10/2006,NADIA,ARCAINE,SAMOLENKO,BOLIVIA ,F,35354,78667013,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
350,MAGISTERIO,CI,5649704,19/05/1980,YESICA,CUELLAR,CARBALLO,BOLIVIA,M,355131,71540048,NO,CI,6166776,12/03/1981,MARCO,ARCANI,CORDERO,BOLIVIA ,F,35354,78667014,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
351,MAGISTERIO,CI,7536833,03/02/2006,CLAUDIA,CUELLAR,MIRANDA,BOLIVIA,M,355132,71540049,NO,CI,3447783,29/01/2003,REYNALDO,ARCANI,REYNAGA,BOLIVIA ,F,35354,78667015,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
352,MAGISTERIO,CI,3646762,10/09/2008,YERKO,CUELLAR,MURRAY,BOLIVIA,M,355133,71540050,NO,CI,5969994,24/05/2007,ANGEL,ARCANI,TICONA,BOLIVIA ,F,35354,78667016,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
353,MAGISTERIO,CI,7528934,05/05/2007,PAMELA,CUESTAS,BASCOPE,BOLIVIA,F,355134,71540051,NO,CI,4290397,11/01/2012,MONICA,ARCE,FERREIRA,BOLIVIA ,F,35354,78667017,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
354,MAGISTERIO,CI,5686939,18/03/1954,LIZ,CUETO,MERCADO,BOLIVIA,M,355135,71540052,NO,CI,4099481,21/01/1991,SERGIO,ARCE,SAENZ,BOLIVIA ,F,35354,78667018,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
355,MAGISTERIO,CI,5675110,31/10/1968,ROCIO,CURZO,SIÑANIS,BOLIVIA,M,355136,71540053,NO,CI,6727677,25/01/2010,MARIA ELENA,ARCE,,BOLIVIA ,F,35354,78667019,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
356,MAGISTERIO,CI,5662660,14/03/1954,ANGELA,DE,MAYORA,BOLIVIA,F,355137,71540054,NO,CI,6725365,06/07/1972,GABRIELA,ARCIENEGA,MENESES,BOLIVIA ,F,35354,78667020,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
357,MAGISTERIO,CI,7477510,04/05/1957,KARINA,DIAZ,AGREDA,BOLIVIA,F,355138,71540055,NO,CI,5940256,08/04/1980,CECILIA,ARDUZ,VALENZUELA,BOLIVIA ,F,35354,78667021,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
358,MAGISTERIO,CI,5654918,26/01/1957,SERGIO,DORADO,PACELLO,BOLIVIA,M,355139,71540056,NO,CI,14108063,13/02/1997,GIACOMO STEFANO,ARFINENGO,,BOLIVIA ,F,35354,78667022,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
359,MAGISTERIO,CI,1052022,09/10/2007,JAIME,DURAN,FLORES,BOLIVIA,M,355140,71540057,NO,CI,4771730,09/08/2005,DANIEL MAURICIO,ARGANDOÑA,,BOLIVIA ,F,35354,78667023,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
360,MAGISTERIO,CI,5676270,14/09/2007,MARILU,ECHALAR,FLORES,BOLIVIA,M,355141,71540058,NO,CI,4291124,25/03/1991,ISABEL,ARGANI,GUTIERREZ,BOLIVIA ,F,35354,78667024,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
361,MAGISTERIO,CI,5670233,05/09/1993,JORGE ORLANDO,ENCINAS,,BOLIVIA,F,355142,71540059,NO,CI,4806079,10/08/1965,NILKA WENDY,ARGOTE,,BOLIVIA ,F,35354,78667025,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
362,MAGISTERIO,CI,1072996,29/06/1980,JUAN,EYSELE,ZAMBRANA,BOLIVIA,F,355143,71540060,NO,CI,4915966,05/10/2006,LUCIA,ARI,LOPEZ,BOLIVIA ,F,35354,78667026,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
363,MAGISTERIO,CI,7485559,07/02/1972,GABRIELA,FERNANDEZ,MIRANDA,BOLIVIA,M,355144,71540061,NO,CI,6088985,02/06/1955,JESUS,ARIAS,LOZA,BOLIVIA ,F,35354,78667027,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
364,MAGISTERIO,CI,3645631,29/12/1994,MIRIAM,FERNANDEZ,VILLANUEVA,BOLIVIA,M,355145,71540062,NO,CI,4878326,30/09/1981,MILENKA,ARMAZA,SILVA,BOLIVIA ,F,35354,78667028,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
365,MAGISTERIO,CI,5685692,06/11/2008,RAMIRO RONAL,FERRUFINO,,BOLIVIA,F,355146,71540063,NO,CI,3476041,08/04/1985,PAOLA,ARRAYA,VIDAURRE,BOLIVIA ,F,35354,78667029,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
366,MAGISTERIO,CI,5642246,09/04/2010,CIRA,PEREZ,PEREZ,BOLIVIA,F,355147,71540064,NO,CI,2544585,15/04/2010,WILFREDO,ARROYO,BALLON,BOLIVIA ,F,35354,78667030,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
367,MAGISTERIO,CI,1062179,19/09/1957,RILVER,FIORILO,URCULLO,BOLIVIA,M,355148,71540065,NO,CI,6157314,03/09/1975,DENNIS EDGAR,ARROYO,,BOLIVIA ,F,35354,78667031,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
368,MAGISTERIO,CI,4076346,24/03/1963,MANUEL,FLORES,CONDORI,BOLIVIA,F,355149,71540066,NO,CI,4814458,26/07/1976,XIMENA,ARROYO,,BOLIVIA ,F,35354,78667032,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
369,MAGISTERIO,CI,7462973,24/12/1979,MARCELA,FLORES,GOMEZ,BOLIVIA,F,355150,71540067,NO,CI,4900579,18/02/1992,CLAUDIA,ARTEAGA,,BOLIVIA ,F,35354,78667033,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
